#string_protein_id	preferred_name	protein_size	annotation
10090.ENSMUSP00000020649	Rad50	1312	DNA repair protein RAD50; Component of the MRN complex, which plays a central role in double-strand break (DSB) repair, DNA recombination, maintenance of telomere integrity and meiosis. The complex possesses single-strand endonuclease activity and double-strand-specific 3'-5' exonuclease activity, which are provided by MRE11. RAD50 may be required to bind DNA ends and hold them in close proximity. This could facilitate searches for short or long regions of sequence homology in the recombining DNA templates, and may also stimulate the activity of DNA ligases and/or restrict the nuclease [...] 
10090.ENSMUSP00000020650	Il13	131	Interleukin-13; Cytokine. Inhibits inflammatory cytokine production. Synergizes with IL2 in regulating interferon-gamma synthesis. May be critical in regulating inflammatory and immune responses (By similarity). Positively regulates IL31RA expression in macrophages ; Belongs to the IL-4/IL-13 family.
10090.ENSMUSP00000020653	Sar1b	198	GTP-binding protein SAR1b; Involved in transport from the endoplasmic reticulum to the Golgi apparatus. Activated by the guanine nucleotide exchange factor PREB. Involved in the selection of the protein cargo and the assembly of the COPII coat complex.
10090.ENSMUSP00000020655	Jade2	829	E3 ubiquitin-protein ligase Jade-2; Component of the HBO1 complex which has a histone H4-specific acetyltransferase activity, a reduced activity toward histone H3 and is responsible for the bulk of histone H4 acetylation in vivo (By similarity). Acts as a E3 ubiquitin-protein ligase mediating the ubiquitination and subsequent proteasomal degradation of target protein histone demethylase KDM1A. Also acts as a ubiquitin ligase E3 toward itself. Positive regulator of neurogenesis.
10090.ENSMUSP00000020657	Ube2b	152	Ubiquitin-conjugating enzyme E2 B; Accepts ubiquitin from the E1 complex and catalyzes its covalent attachment to other proteins. In association with the E3 enzyme BRE1 (RNF20 and/or RNF40), it plays a role in transcription regulation by catalyzing the monoubiquitination of histone H2B at 'Lys- 120' to form H2BK120ub1. H2BK120ub1 gives a specific tag for epigenetic transcriptional activation, elongation by RNA polymerase II, telomeric silencing, and is also a prerequisite for H3K4me and H3K79me formation. In vitro catalyzes 'Lys-11'-, as well as 'Lys-48'- and 'Lys-63'-linked polyubiqui [...] 
10090.ENSMUSP00000020662	Kremen1	473	Kremen protein 1; Receptor for Dickkopf proteins. Cooperates with DKK1/2 to inhibit Wnt/beta-catenin signaling by promoting the endocytosis of Wnt receptors LRP5 and LRP6. In the absence of DKK1, potentiates Wnt-beta-catenin signaling by maintaining LRP5 or LRP6 at the cell membrane (By similarity). Can trigger apoptosis in a Wnt- independent manner and this apoptotic activity is inhibited upon binding of the ligand DKK1. Plays a role in limb development; attenuates Wnt signaling in the developing limb to allow normal limb patterning and can also negatively regulate bone formation. Mod [...] 
10090.ENSMUSP00000020668	Havcr2	281	Hepatitis A virus cellular receptor 2 homolog; Cell surface receptor implicated in modulating innate and adaptive immune responses. Generally accepted to have an inhibiting function. Reports on stimulating functions suggest that the activity may be influenced by the cellular context and/or the respective ligand. Regulates macrophage activation. Inhibits T-helper type 1 lymphocyte (Th1)-mediated auto- and alloimmune responses and promotes immunological tolerance. In CD8+ cells attenuates TCR-induced signaling, specifically by blocking NF-kappaB and NFAT promoter activities resulting in  [...] 
10090.ENSMUSP00000020672	Fabp6	128	Gastrotropin; Binds to bile acids and is involved in enterohepatic bile acid metabolism. Required for efficient apical to basolateral transport of conjugated bile acids in ileal enterocytes. Stimulates gastric acid and pepsinogen secretion (By similarity). Belongs to the calycin superfamily. Fatty-acid binding protein (FABP) family.
10090.ENSMUSP00000020677	Upp1	311	Uridine phosphorylase 1; Catalyzes the reversible phosphorylytic cleavage of uridine and deoxyuridine to uracil and ribose- or deoxyribose-1-phosphate. The produced molecules are then utilized as carbon and energy sources or in the rescue of pyrimidine bases for nucleotide synthesis; Belongs to the PNP/UDP phosphorylase family.
10090.ENSMUSP00000020679	Nipal4	406	Magnesium transporter NIPA4; Acts as a Mg(2+) transporter. Can also transport other divalent cations such as Ba(2+), Mn(2+), Sr(2+) and Co(2+) but to a much less extent than Mg(2+). May be a receptor for ligands (trioxilins A3 and B3) from the hepoxilin pathway (By similarity); Belongs to the NIPA family.
10090.ENSMUSP00000020681	Slu7	585	Pre-mRNA-splicing factor SLU7; Required for pre-mRNA splicing as component of the spliceosome. Participates in the second catalytic step of pre-mRNA splicing, when the free hydroxyl group of exon I attacks the 3'-splice site to generate spliced mRNA and the excised lariat intron. Required for holding exon 1 properly in the spliceosome and for correct AG identification when more than one possible AG exists in 3'-splicing site region. May be involved in the activation of proximal AG. Probably also involved in alternative splicing regulation. Belongs to the SLU7 family.
10090.ENSMUSP00000020683	Hus1	281	Checkpoint protein HUS1; Component of the 9-1-1 cell-cycle checkpoint response complex that plays a major role in DNA repair. The 9-1-1 complex is recruited to DNA lesion upon damage by the RAD17-replication factor C (RFC) clamp loader complex. Acts then as a sliding clamp platform on DNA for several proteins involved in long-patch base excision repair (LP-BER). The 9-1-1 complex stimulates DNA polymerase beta (POLB) activity by increasing its affinity for the 3'-OH end of the primer-template and stabilizes POLB to those sites where LP-BER proceeds; endonuclease FEN1 cleavage activity  [...] 
10090.ENSMUSP00000020692	Btg2	158	Protein BTG2; Anti-proliferative protein; the function is mediated by association with deadenylase subunits of the CCR4-NOT complex. Activates mRNA deadenylation in a CNOT6 and CNOT7-dependent manner. In vitro can inhibit deadenylase activity of CNOT7 and CNOT8. Involved in cell cycle regulation. Could be involved in the growth arrest and differentiation of the neuronal precursors. Modulates transcription regulation mediated by ESR1. Involved in mitochondrial depolarization and neurite outgrowth (By similarity); Belongs to the BTG family.
10090.ENSMUSP00000020695	Tns3	1440	Tensin-3; May play a role in actin remodeling. Involved in the dissociation of the integrin-tensin-actin complex. EGF activates TNS4 and down-regulates TNS3 which results in capping the tail of ITGB1. Seems to be involved in mammary cell migration (By similarity). May be involved in cell migration and bone development.
10090.ENSMUSP00000020699	Castor1	331	Cytosolic arginine sensor for mTORC1 subunit 1; Functions as an intracellular arginine sensor within the amino acid-sensing branch of the TORC1 signaling pathway. As a homodimer or a heterodimer with CASTOR2, binds and inhibits the GATOR subcomplex GATOR2 and thereby mTORC1. Binding of arginine to CASTOR1 allosterically disrupts the interaction of CASTOR1-containing dimers with GATOR2 which can in turn activate mTORC1 and the TORC1 signaling pathway; Belongs to the GATS family.
10090.ENSMUSP00000020702	Igfbp3	292	Insulin-like growth factor-binding protein 3; IGF-binding proteins prolong the half-life of the IGFs and have been shown to either inhibit or stimulate the growth promoting effects of the IGFs on cell culture. They alter the interaction of IGFs with their cell surface receptors. Also exhibits IGF-independent antiproliferative and apoptotic effects mediated by its receptor TMEM219/IGFBP-3R.
10090.ENSMUSP00000020704	Igfbp1	272	Insulin-like growth factor-binding protein 1; IGF-binding proteins prolong the half-life of the IGFs and have been shown to either inhibit or stimulate the growth promoting effects of the IGFs on cell culture. They alter the interaction of IGFs with their cell surface receptors. Promotes cell migration (By similarity).
10090.ENSMUSP00000020705	Pes1	584	Pescadillo homolog; Component of the PeBoW complex, which is required for maturation of 28S and 5.8S ribosomal RNAs and formation of the 60S ribosome; Belongs to the pescadillo family.
10090.ENSMUSP00000020706	Adcy1	1118	Adenylate cyclase type 1; Catalyzes the formation of the signaling molecule cAMP in response to G-protein signaling. Mediates responses to increased cellular Ca(2+)/calmodulin levels. May be involved in regulatory processes in the central nervous system. May play a role in memory and learning. Plays a role in the regulation of the circadian rhythm of daytime contrast sensitivity probably by modulating the rhythmic synthesis of cyclic AMP in the retina.
10090.ENSMUSP00000020707	Gabra1	455	Gamma-aminobutyric acid receptor subunit alpha-1; Ligand-gated chloride channel which is a component of the heteropentameric receptor for GABA, the major inhibitory neurotransmitter in the brain. Plays an important role in the formation of functional inhibitory GABAergic synapses in addition to mediating synaptic inhibition as a GABA-gated ion channel. The gamma2 subunit is necessary but not sufficient for a rapid formation of active synaptic contacts and the synaptogenic effect of this subunit is influenced by the type of alpha and beta subunits present in the receptor pentamer. The a [...] 
10090.ENSMUSP00000020712	4921536K21Rik	168	Uncharacterized protein C5orf52 homolog.
10090.ENSMUSP00000020717	Arf5	180	ADP-ribosylation factor 5; GTP-binding protein involved in protein trafficking; may modulate vesicle budding and uncoating within the Golgi apparatus.
10090.ENSMUSP00000020719	2310033P09Rik	260	Multiple myeloma tumor-associated protein 2 homolog.
10090.ENSMUSP00000020741	Drg1	367	Developmentally-regulated GTP-binding protein 1; Catalyzes the conversion of GTP to GDP through hydrolysis of the gamma-phosphate bond in GTP. Appears to have an intrinsic GTPase activity that is stimulated by ZC3H15/DFRP1 binding likely by increasing the affinity for the potassium ions. When hydroxylated at C- 3 of 'Lys-22' by JMJD7, may bind to RNA and play a role in translation. Binds to microtubules and promotes microtubule polymerization and bundling that are required for mitotic spindle assembly during prophase to anaphase transition. GTPase activity is not necessary for these mi [...] 
10090.ENSMUSP00000020753	Clhc1	596	Clathrin heavy chain linker domain-containing protein 1.
10090.ENSMUSP00000020754	Cfap36	343	Cilia- and flagella-associated protein 36; May act as an effector for ARL3; Belongs to the CFAP36 family.
10090.ENSMUSP00000020755	Ppp4r3b	820	Serine/threonine-protein phosphatase 4 regulatory subunit 3B; Regulatory subunit of serine/threonine-protein phosphatase 4 (PP4). May regulate the activity of PPP4C at centrosomal microtubule organizing centers (By similarity); Belongs to the SMEK family.
10090.ENSMUSP00000020756	Pnpt1	783	Polyribonucleotide nucleotidyltransferase 1, mitochondrial; RNA-binding protein implicated in numerous RNA metabolic processes. Catalyzes the phosphorolysis of single-stranded polyribonucleotides processively in the 3'-to-5' direction. Mitochondrial intermembrane factor with RNA-processing exoribonulease activity. Component of the mitochondrial degradosome (mtEXO) complex, that degrades 3' overhang double-stranded RNA with a 3'-to-5' directionality in an ATP-dependent manner. Involved in the degradation of non-coding mitochondrial transcripts (MT-ncRNA) and tRNA-like molecules (By simi [...] 
